horizon,target_portfolio_annual_vol,annual_drift,n_events,tp,fn,fp,tn,true_positive_rate,false_negative_rate,false_positive_rate,true_negative_rate,precision,label_positive_rate,true_drift_event_rate,balanced_accuracy,pt_hit_share,sl_hit_share,vertical_hit_share,avg_time_to_pt,avg_time_to_sl
90,0.1,0.5,124000.0,9676.0,15124.0,30529.666666666668,68670.33333333333,0.3901612903225806,0.6098387096774194,0.3077587365591398,0.6922412634408602,0.2406633072269708,0.3242392473118279,0.20000000000000004,0.5412012768817204,0.3242392473118279,0.11544086021505377,0.5603198924731183,39.91250927208702,55.54119450075197
90,0.1,0.7,124000.0,10558.666666666666,14241.333333333334,30529.666666666668,68670.33333333333,0.42575268817204304,0.574247311827957,0.3077587365591398,0.6922412634408602,0.2569787621989929,0.33135752688172043,0.20000000000000004,0.5589969758064516,0.33135752688172043,0.1126478494623656,0.555994623655914,39.93205514172277,55.56248267961752
90,0.1,0.9,124000.0,11458.333333333334,13341.666666666666,30529.666666666668,68670.33333333333,0.4620295698924732,0.5379704301075269,0.3077587365591398,0.6922412634408602,0.27289727776619727,0.33861290322580645,0.20000000000000004,0.5771354166666667,0.33861290322580645,0.11023387096774194,0.5511532258064515,39.930388009298376,55.59021146015444
90,0.14,0.1,124000.0,7649.333333333333,17150.666666666668,29477.666666666668,69722.33333333333,0.30844086021505374,0.6915591397849462,0.29715389784946233,0.7028461021505376,0.20602646954044415,0.2994112903225807,0.20000000000000004,0.5056434811827957,0.2994112903225807,0.05989784946236559,0.6406908602150537,37.241973752244895,55.94745994130269
90,0.14,0.3,124000.0,8198.0,16602.0,29477.666666666668,69722.33333333333,0.33056451612903226,0.6694354838709677,0.29715389784946233,0.7028461021505376,0.21759260841106953,0.3038360215053763,0.20000000000000004,0.516705309139785,0.3038360215053763,0.05822311827956989,0.6379408602150537,37.30614534819269,55.92940849048467
90,0.14,0.5,124000.0,8784.333333333334,16015.666666666666,29477.666666666668,69722.33333333333,0.3542069892473118,0.6457930107526882,0.29715389784946233,0.7028461021505376,0.22958515765741952,0.30856451612903224,0.20000000000000004,0.5285265456989247,0.30856451612903224,0.05668010752688172,0.634755376344086,37.37404119210694,55.99440009412871
90,0.14,0.7,124000.0,9392.0,15408.0,29477.666666666668,69722.33333333333,0.37870967741935485,0.6212903225806451,0.29715389784946233,0.7028461021505376,0.24162905720100628,0.31346505376344086,0.20000000000000004,0.5407778897849462,0.31346505376344086,0.05519892473118279,0.6313360215053764,37.42736431692572,55.93592254919773
90,0.14,0.9,124000.0,9992.0,14808.0,29477.666666666668,69722.33333333333,0.4029032258064516,0.5970967741935483,0.29715389784946233,0.7028461021505376,0.25316029964748227,0.31830376344086025,0.20000000000000004,0.5528746639784946,0.31830376344086025,0.05397043010752688,0.6277258064516129,37.46367250278811,55.93882522447465
90,0.18,0.1,124000.0,7284.0,17516.0,28164.666666666668,71035.33333333333,0.29370967741935483,0.7062903225806453,0.2839180107526882,0.7160819892473119,0.20548191833427545,0.2858763440860215,0.20000000000000004,0.5048958333333333,0.2858763440860215,0.031838709677419356,0.6822849462365591,34.89439758323958,56.265257983350956
90,0.18,0.3,124000.0,7693.333333333333,17106.666666666668,28164.666666666668,71035.33333333333,0.3102150537634409,0.6897849462365592,0.2839180107526882,0.7160819892473119,0.21455043274498617,0.2891774193548387,0.20000000000000004,0.5131485215053763,0.2891774193548387,0.031024193548387095,0.6797983870967742,34.96027245866433,56.27629420521678
90,0.18,0.5,124000.0,8112.0,16688.0,28164.666666666668,71035.33333333333,0.3270967741935484,0.6729032258064516,0.2839180107526882,0.7160819892473119,0.22361761422771817,0.2925537634408602,0.20000000000000004,0.5215893817204301,0.2925537634408602,0.03028225806451613,0.6771639784946236,34.99730145291813,56.320479411577956
90,0.18,0.7,124000.0,8554.0,16246.0,28164.666666666668,71035.33333333333,0.34491935483870967,0.6550806451612904,0.2839180107526882,0.7160819892473119,0.23296564160866381,0.29611827956989245,0.20000000000000004,0.5305006720430108,0.29611827956989245,0.029604838709677422,0.6742768817204302,35.081192858343066,56.34484198356572
